ENTREZID	PATHWAY_TERM	SYMBOL	perc.genes
10092	Cytoskeletal regulation by Rho GTPase	ARPC5	0.0153920411884587
10092	Huntington disease	ARPC5	0.0274053416282313
10092	Inflammation mediated by chemokine and cytokine signaling pathway	ARPC5	0.0403839965676284
10092	Integrin signalling pathway	ARPC5	0.0322857449318889
10093	Cytoskeletal regulation by Rho GTPase	ARPC4	0.0153920411884587
10093	Inflammation mediated by chemokine and cytokine signaling pathway	ARPC4	0.0403839965676284
10094	Cytoskeletal regulation by Rho GTPase	ARPC3	0.0153920411884587
10094	Inflammation mediated by chemokine and cytokine signaling pathway	ARPC3	0.0403839965676284
10094	Integrin signalling pathway	ARPC3	0.0322857449318889
10095	Cytoskeletal regulation by Rho GTPase	ARPC1B	0.0153920411884587
10095	Huntington disease	ARPC1B	0.0274053416282313
10095	Inflammation mediated by chemokine and cytokine signaling pathway	ARPC1B	0.0403839965676284
10095	Integrin signalling pathway	ARPC1B	0.0322857449318889
10096	NA	ACTR3	0.861578890914942
10096	Alzheimer disease-presenilin pathway	ACTR3	0.0163037648825485
10096	Cadherin signaling pathway	ACTR3	0.0174300117987772
10096	Cytoskeletal regulation by Rho GTPase	ACTR3	0.0153920411884587
10096	Huntington disease	ACTR3	0.0274053416282313
10096	Inflammation mediated by chemokine and cytokine signaling pathway	ACTR3	0.0403839965676284
10096	Integrin signalling pathway	ACTR3	0.0322857449318889
10096	Nicotinic acetylcholine receptor signaling pathway	ACTR3	0.0144266866888341
10096	Wnt signaling pathway	ACTR3	0.0381315027351711
10097	Alzheimer disease-presenilin pathway	ACTR2	0.0163037648825485
10097	Cadherin signaling pathway	ACTR2	0.0174300117987772
10097	Huntington disease	ACTR2	0.0274053416282313
10097	Cytoskeletal regulation by Rho GTPase	ACTR2	0.0153920411884587
10097	Inflammation mediated by chemokine and cytokine signaling pathway	ACTR2	0.0403839965676284
10097	Integrin signalling pathway	ACTR2	0.0322857449318889
10097	Nicotinic acetylcholine receptor signaling pathway	ACTR2	0.0144266866888341
10097	Wnt signaling pathway	ACTR2	0.0381315027351711
10098	NA	TSPAN5	0.861578890914942
10098	p53 pathway	TSPAN5	0.0235975544352676
10099	NA	TSPAN3	0.861578890914942
10099	p53 pathway	TSPAN3	0.0235975544352676
100996648	NA	TCP11X2	0.861578890914942
100996709	NA	LOC100996709	0.861578890914942
100996709	Huntington disease	LOC100996709	0.0274053416282313
100996709	Integrin signalling pathway	LOC100996709	0.0322857449318889
100996750	NA	LOC100996750	0.861578890914942
100996758	NA	NPY4R2	0.861578890914942
100996928	NA	FMC1-LUC7L2	0.861578890914942
100996939	NA	PYURF	0.861578890914942
101	NA	ADAM8	0.861578890914942
101	Alzheimer disease-amyloid secretase pathway	ADAM8	0.0114769923844256
101	Alzheimer disease-presenilin pathway	ADAM8	0.0163037648825485
101	Notch signaling pathway	ADAM8	0.00536308055346991
1010	Cadherin signaling pathway	CDH12	0.0174300117987772
1010	Wnt signaling pathway	CDH12	0.0381315027351711
1010	Alzheimer disease-presenilin pathway	CDH12	0.0163037648825485
1010	CCKR signaling map	CDH12	0.0578140083664057
10100	NA	TSPAN2	0.861578890914942
10100	p53 pathway	TSPAN2	0.0235975544352676
10101	NA	NUBP2	0.861578890914942
10102	NA	TSFM	0.861578890914942
10103	NA	TSPAN1	0.861578890914942
10103	p53 pathway	TSPAN1	0.0235975544352676
10105	NA	PPIF	0.861578890914942
101059918	NA	GOLGA8R	0.861578890914942
101059938	NA	NPIPA7	0.861578890914942
101059953	NA	NPIPA8	0.861578890914942
10106	NA	CTDSP2	0.861578890914942
101060200	NA	ZNF891	0.861578890914942
101060211	NA	CT45A7	0.861578890914942
101060233	NA	OPN1MW3	0.861578890914942
101060233	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	OPN1MW3	0.00981443741284994
101060301	NA	HNRNPCL4	0.861578890914942
101060321	NA	TBC1D3G	0.861578890914942
101060376	NA	TBC1D3L	0.861578890914942
101060399	NA	LOC101060399	0.861578890914942
101060521	NA	LOC101060521	0.861578890914942
10107	NA	TRIM10	0.861578890914942
10109	Cytoskeletal regulation by Rho GTPase	ARPC2	0.0153920411884587
10109	Inflammation mediated by chemokine and cytokine signaling pathway	ARPC2	0.0403839965676284
10109	Integrin signalling pathway	ARPC2	0.0322857449318889
10110	NA	SGK2	0.861578890914942
10110	5HT2 type receptor mediated signaling pathway	SGK2	0.0109406843290786
10110	Alpha adrenergic receptor signaling pathway	SGK2	0.0062748042475598
10110	Alzheimer disease-amyloid secretase pathway	SGK2	0.0114769923844256
10110	Angiogenesis	SGK2	0.0381851335407058
10110	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	SGK2	0.0139976402445565
10110	Apoptosis signaling pathway	SGK2	0.0195216132146305
10110	B cell activation	SGK2	0.0215059530194144
10110	CCKR signaling map	SGK2	0.0578140083664057
10110	EGF receptor signaling pathway	SGK2	0.0227930923522471
10110	Endothelin signaling pathway	SGK2	0.0129250241338625
10110	FAS signaling pathway	SGK2	0.0138367478279524
10110	FGF signaling pathway	SGK2	0.0230612463799206
10110	Gonadotropin-releasing hormone receptor pathway	SGK2	0.0669312453073045
10110	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	SGK2	0.0230076155743859
10110	Histamine H1 receptor mediated signaling pathway	SGK2	0.00509492652579642
10110	Huntington disease	SGK2	0.0274053416282313
10110	Hypoxia response via HIF activation	SGK2	0.00573849619221281
10110	Inflammation mediated by chemokine and cytokine signaling pathway	SGK2	0.0403839965676284
10110	Insulin/IGF pathway-protein kinase B signaling cascade	SGK2	0.011584253995495
10110	Interleukin signaling pathway	SGK2	0.024777432157031
10110	Metabotropic glutamate receptor group I pathway	SGK2	0.006060281025421
10110	Muscarinic acetylcholine receptor 1 and 3 signaling pathway	SGK2	0.0101898530515928
10110	Oxytocin receptor mediated signaling pathway	SGK2	0.00842003646894776
10110	PDGF signaling pathway	SGK2	0.0322321141263542
10110	PI3 kinase pathway	SGK2	0.0210232757696021
10110	Ras Pathway	SGK2	0.0177517966319854
10110	T cell activation	SGK2	0.0224176767135042
10110	Thyrotropin-releasing hormone receptor signaling pathway	SGK2	0.00927812935750295
10110	VEGF signaling pathway	SGK2	0.0212914297972756
10110	Wnt signaling pathway	SGK2	0.0381315027351711
10110	p53 pathway	SGK2	0.0235975544352676
10110	p53 pathway by glucose deprivation	SGK2	0.00713289713611498
10110	p53 pathway feedback loops 2	SGK2	0.0127105009117237
10111	NA	RAD50	0.861578890914942
10112	NA	KIF20A	0.861578890914942
10112	Hedgehog signaling pathway	KIF20A	0.00756194358039258
10113	NA	PREB	0.861578890914942
10114	NA	HIPK3	0.861578890914942
10116	NA	FEM1B	0.861578890914942
10117	NA	ENAM	0.861578890914942
101180976	NA	IFNL4	0.861578890914942
1012	Cadherin signaling pathway	CDH13	0.0174300117987772
1012	Wnt signaling pathway	CDH13	0.0381315027351711
1012	Alzheimer disease-presenilin pathway	CDH13	0.0163037648825485
1012	CCKR signaling map	CDH13	0.0578140083664057
10120	Nicotinic acetylcholine receptor signaling pathway	ACTR1B	0.0144266866888341
10120	Alzheimer disease-presenilin pathway	ACTR1B	0.0163037648825485
10120	Cadherin signaling pathway	ACTR1B	0.0174300117987772
10120	Cytoskeletal regulation by Rho GTPase	ACTR1B	0.0153920411884587
10120	Huntington disease	ACTR1B	0.0274053416282313
10120	Inflammation mediated by chemokine and cytokine signaling pathway	ACTR1B	0.0403839965676284
10120	Integrin signalling pathway	ACTR1B	0.0322857449318889
10120	Wnt signaling pathway	ACTR1B	0.0381315027351711
10121	Nicotinic acetylcholine receptor signaling pathway	ACTR1A	0.0144266866888341
10121	Alzheimer disease-presenilin pathway	ACTR1A	0.0163037648825485
10121	Cadherin signaling pathway	ACTR1A	0.0174300117987772
10121	Cytoskeletal regulation by Rho GTPase	ACTR1A	0.0153920411884587
10121	Huntington disease	ACTR1A	0.0274053416282313
10121	Inflammation mediated by chemokine and cytokine signaling pathway	ACTR1A	0.0403839965676284
10121	Integrin signalling pathway	ACTR1A	0.0322857449318889
10121	Wnt signaling pathway	ACTR1A	0.0381315027351711
10123	Huntington disease	ARL4C	0.0274053416282313
10123	Integrin signalling pathway	ARL4C	0.0322857449318889
10124	Huntington disease	ARL4A	0.0274053416282313
10124	Integrin signalling pathway	ARL4A	0.0322857449318889
10125	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RASGRP1	0.0230076155743859
10125	Angiogenesis	RASGRP1	0.0381851335407058
10125	B cell activation	RASGRP1	0.0215059530194144
10125	CCKR signaling map	RASGRP1	0.0578140083664057
10125	EGF receptor signaling pathway	RASGRP1	0.0227930923522471
10125	FGF signaling pathway	RASGRP1	0.0230612463799206
10125	Gonadotropin-releasing hormone receptor pathway	RASGRP1	0.0669312453073045
10125	Inflammation mediated by chemokine and cytokine signaling pathway	RASGRP1	0.0403839965676284
10125	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	RASGRP1	0.0134613321892095
10125	Integrin signalling pathway	RASGRP1	0.0322857449318889
10125	Interleukin signaling pathway	RASGRP1	0.024777432157031
10125	PDGF signaling pathway	RASGRP1	0.0322321141263542
10125	PI3 kinase pathway	RASGRP1	0.0210232757696021
10125	Ras Pathway	RASGRP1	0.0177517966319854
10125	T cell activation	RASGRP1	0.0224176767135042
10126	Huntington disease	DNAL4	0.0274053416282313
10127	NA	ZNF263	0.861578890914942
10128	NA	LRPPRC	0.861578890914942
10129	NA	FRY	0.861578890914942
1013	Cadherin signaling pathway	CDH15	0.0174300117987772
1013	Wnt signaling pathway	CDH15	0.0381315027351711
1013	Alzheimer disease-presenilin pathway	CDH15	0.0163037648825485
1013	CCKR signaling map	CDH15	0.0578140083664057
10130	NA	PDIA6	0.861578890914942
10131	NA	TRAP1	0.861578890914942
10133	Huntington disease	OPTN	0.0274053416282313
10134	NA	BCAP31	0.861578890914942
10135	NA	NAMPT	0.861578890914942
10136	NA	CELA3A	0.861578890914942
10137	NA	RBM12	0.861578890914942
10138	NA	YAF2	0.861578890914942
10139	NA	ARFRP1	0.861578890914942
10139	Huntington disease	ARFRP1	0.0274053416282313
10139	Integrin signalling pathway	ARFRP1	0.0322857449318889
1014	Cadherin signaling pathway	CDH16	0.0174300117987772
1014	Wnt signaling pathway	CDH16	0.0381315027351711
10140	NA	TOB1	0.861578890914942
10142	NA	AKAP9	0.861578890914942
10143	NA	CLEC3A	0.861578890914942
10144	NA	FAM13A	0.861578890914942
10146	NA	G3BP1	0.861578890914942
10147	NA	SUGP2	0.861578890914942
10148	NA	EBI3	0.861578890914942
10148	Gonadotropin-releasing hormone receptor pathway	EBI3	0.0669312453073045
10148	Interleukin signaling pathway	EBI3	0.024777432157031
10149	NA	ADGRG2	0.861578890914942
10149	Cortocotropin releasing factor receptor signaling pathway	ADGRG2	0.0058993886088169
10149	Gonadotropin-releasing hormone receptor pathway	ADGRG2	0.0669312453073045
10149	p53 pathway	ADGRG2	0.0235975544352676
1015	Cadherin signaling pathway	CDH17	0.0174300117987772
1015	Wnt signaling pathway	CDH17	0.0381315027351711
10150	NA	MBNL2	0.861578890914942
10152	NA	ABI2	0.861578890914942
10153	NA	CEBPZ	0.861578890914942
10154	NA	PLXNC1	0.861578890914942
10154	Axon guidance mediated by semaphorins	PLXNC1	0.0102434838571275
10155	NA	TRIM28	0.861578890914942
10156	EGF receptor signaling pathway	RASA4	0.0227930923522471
10156	FGF signaling pathway	RASA4	0.0230612463799206
10156	PDGF signaling pathway	RASA4	0.0322321141263542
10156	Angiogenesis	RASA4	0.0381851335407058
10156	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	RASA4	0.0134613321892095
10156	Interleukin signaling pathway	RASA4	0.024777432157031
10157	NA	AASS	0.861578890914942
10158	NA	PDZK1IP1	0.861578890914942
1016	Cadherin signaling pathway	CDH18	0.0174300117987772
1016	Wnt signaling pathway	CDH18	0.0381315027351711
1016	Alzheimer disease-presenilin pathway	CDH18	0.0163037648825485
1016	CCKR signaling map	CDH18	0.0578140083664057
10160	NA	FARP1	0.861578890914942
10160	Axon guidance mediated by semaphorins	FARP1	0.0102434838571275
10160	CCKR signaling map	FARP1	0.0578140083664057
10160	Cytoskeletal regulation by Rho GTPase	FARP1	0.0153920411884587
10160	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	FARP1	0.0230076155743859
10161	NA	LPAR6	0.861578890914942
10161	Angiogenesis	LPAR6	0.0381851335407058
10161	Blood coagulation	LPAR6	0.0147484715220423
10162	NA	LPCAT3	0.861578890914942
10163	NA	WASF2	0.861578890914942
10164	NA	CHST4	0.861578890914942
10165	NA	SLC25A13	0.861578890914942
10166	NA	SLC25A15	0.861578890914942
10168	NA	ZNF197	0.861578890914942
10169	NA	SERF2	0.861578890914942
1017	Cell cycle	CDK2	0.00488040330365762
1017	EGF receptor signaling pathway	CDK2	0.0227930923522471
1017	p53 pathway	CDK2	0.0235975544352676
1017	p53 pathway feedback loops 2	CDK2	0.0127105009117237
1017	Axon guidance mediated by semaphorins	CDK2	0.0102434838571275
1017	Dopamine receptor mediated signaling pathway	CDK2	0.0150166255497158
1017	Insulin/IGF pathway-protein kinase B signaling cascade	CDK2	0.011584253995495
1017	Nicotine pharmacodynamics pathway	CDK2	0.0144803174943688
1017	PDGF signaling pathway	CDK2	0.0322321141263542
10170	NA	DHRS9	0.861578890914942
10170	Androgen/estrogene/progesterone biosynthesis	DHRS9	0.00252064786013086
10171	NA	RCL1	0.861578890914942
10172	NA	ZNF256	0.861578890914942
10174	NA	SORBS3	0.861578890914942
10175	NA	CNIH1	0.861578890914942
10175	Coenzyme A biosynthesis	CNIH1	0.00064356966641639
10178	NA	TENM1	0.861578890914942
10179	NA	RBM7	0.861578890914942
1018	NA	CDK3	0.861578890914942
1018	Axon guidance mediated by semaphorins	CDK3	0.0102434838571275
1018	Cell cycle	CDK3	0.00488040330365762
1018	Dopamine receptor mediated signaling pathway	CDK3	0.0150166255497158
1018	EGF receptor signaling pathway	CDK3	0.0227930923522471
1018	Insulin/IGF pathway-protein kinase B signaling cascade	CDK3	0.011584253995495
1018	Nicotine pharmacodynamics pathway	CDK3	0.0144803174943688
1018	PDGF signaling pathway	CDK3	0.0322321141263542
1018	p53 pathway	CDK3	0.0235975544352676
1018	p53 pathway feedback loops 2	CDK3	0.0127105009117237
10180	NA	RBM6	0.861578890914942
10181	NA	RBM5	0.861578890914942
10184	NA	LHFPL2	0.861578890914942
10186	NA	LHFPL6	0.861578890914942
10188	NA	TNK2	0.861578890914942
10188	Angiogenesis	TNK2	0.0381851335407058
10188	Axon guidance mediated by Slit/Robo	TNK2	0.010511637884801
10188	Axon guidance mediated by semaphorins	TNK2	0.0102434838571275
10188	B cell activation	TNK2	0.0215059530194144
10188	CCKR signaling map	TNK2	0.0578140083664057
10188	Cadherin signaling pathway	TNK2	0.0174300117987772
10188	Dopamine receptor mediated signaling pathway	TNK2	0.0150166255497158
10188	EGF receptor signaling pathway	TNK2	0.0227930923522471
10188	FGF signaling pathway	TNK2	0.0230612463799206
10188	Gonadotropin-releasing hormone receptor pathway	TNK2	0.0669312453073045
10188	Inflammation mediated by chemokine and cytokine signaling pathway	TNK2	0.0403839965676284
10188	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	TNK2	0.0134613321892095
10188	Integrin signalling pathway	TNK2	0.0322857449318889
10188	Interferon-gamma signaling pathway	TNK2	0.00670385069183739
10188	Interleukin signaling pathway	TNK2	0.024777432157031
10188	JAK/STAT signaling pathway	TNK2	0.00568486538667811
10188	Nicotine pharmacodynamics pathway	TNK2	0.0144803174943688
10188	PDGF signaling pathway	TNK2	0.0322321141263542
10188	PI3 kinase pathway	TNK2	0.0210232757696021
10188	Parkinson disease	TNK2	0.0168937037434302
10188	Ras Pathway	TNK2	0.0177517966319854
10188	T cell activation	TNK2	0.0224176767135042
10188	VEGF signaling pathway	TNK2	0.0212914297972756
10189	NA	ALYREF	0.861578890914942
1019	NA	CDK4	0.861578890914942
1019	Axon guidance mediated by semaphorins	CDK4	0.0102434838571275
1019	Cell cycle	CDK4	0.00488040330365762
1019	Dopamine receptor mediated signaling pathway	CDK4	0.0150166255497158
1019	EGF receptor signaling pathway	CDK4	0.0227930923522471
1019	Insulin/IGF pathway-protein kinase B signaling cascade	CDK4	0.011584253995495
1019	Nicotine pharmacodynamics pathway	CDK4	0.0144803174943688
1019	PDGF signaling pathway	CDK4	0.0322321141263542
1019	p53 pathway	CDK4	0.0235975544352676
1019	p53 pathway feedback loops 2	CDK4	0.0127105009117237
10190	NA	TXNDC9	0.861578890914942
10190	Heterotrimeric G-protein signaling pathway-rod outer segment phototransduction	TXNDC9	0.00981443741284994
101927581	NA	CCDC182	0.861578890914942
101927601	NA	GOLGA6L19	0.861578890914942
101928108	NA	LY6L	0.861578890914942
101928147	NA	FAM243A	0.861578890914942
101928601	NA	MEI4	0.861578890914942
101928603	NA	ARMH2	0.861578890914942
101929469	NA	TEX52	0.861578890914942
101929876	NA	LOC101929876	0.861578890914942
101929983	NA	PRAMEF27	0.861578890914942
10193	NA	RNF41	0.861578890914942
101930123	Oxidative stress response	LOC101930123	0.00970717580178054
101930123	p38 MAPK pathway	LOC101930123	0.0134613321892095
10194	NA	TSHZ1	0.861578890914942
10195	NA	ALG3	0.861578890914942
10196	NA	PRMT3	0.861578890914942
10197	Cell cycle	PSME3	0.00488040330365762
10198	NA	MPHOSPH9	0.861578890914942
10199	NA	MPHOSPH10	0.861578890914942
102	Alzheimer disease-amyloid secretase pathway	ADAM10	0.0114769923844256
102	Notch signaling pathway	ADAM10	0.00536308055346991
102	Alzheimer disease-presenilin pathway	ADAM10	0.0163037648825485
1020	Axon guidance mediated by semaphorins	CDK5	0.0102434838571275
1020	Dopamine receptor mediated signaling pathway	CDK5	0.0150166255497158
1020	Nicotine pharmacodynamics pathway	CDK5	0.0144803174943688
1020	p53 pathway	CDK5	0.0235975544352676
1020	Cell cycle	CDK5	0.00488040330365762
1020	EGF receptor signaling pathway	CDK5	0.0227930923522471
1020	Insulin/IGF pathway-protein kinase B signaling cascade	CDK5	0.011584253995495
1020	PDGF signaling pathway	CDK5	0.0322321141263542
1020	p53 pathway feedback loops 2	CDK5	0.0127105009117237
10200	NA	MPHOSPH6	0.861578890914942
10201	De novo purine biosynthesis	NME6	0.00198433980478387
10201	De novo pyrimidine deoxyribonucleotide biosynthesis	NME6	0.00107261611069398
10201	De novo pyrimidine ribonucleotides biosythesis	NME6	0.00144803174943688
10201	Salvage pyrimidine ribonucleotides	NME6	0.00144803174943688
10202	NA	DHRS2	0.861578890914942
10203	NA	CALCRL	0.861578890914942
10203	Cortocotropin releasing factor receptor signaling pathway	CALCRL	0.0058993886088169
10203	Gonadotropin-releasing hormone receptor pathway	CALCRL	0.0669312453073045
10203	p53 pathway	CALCRL	0.0235975544352676
10204	NA	NUTF2	0.861578890914942
10205	NA	MPZL2	0.861578890914942
10206	NA	TRIM13	0.861578890914942
10208	NA	USPL1	0.861578890914942
10209	NA	EIF1	0.861578890914942
1021	NA	CDK6	0.861578890914942
1021	Axon guidance mediated by semaphorins	CDK6	0.0102434838571275
1021	Cell cycle	CDK6	0.00488040330365762
1021	Dopamine receptor mediated signaling pathway	CDK6	0.0150166255497158
1021	EGF receptor signaling pathway	CDK6	0.0227930923522471
1021	Insulin/IGF pathway-protein kinase B signaling cascade	CDK6	0.011584253995495
1021	Nicotine pharmacodynamics pathway	CDK6	0.0144803174943688
1021	PDGF signaling pathway	CDK6	0.0322321141263542
1021	p53 pathway	CDK6	0.0235975544352676
